CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
3,3.211288645,0.6,63,0.922619048,1,3,1
0,2.431162395,0.555555556,49,0.640873016,1,0,1
3,1.314941142,0.375,28,0.307539683,1,3,1
3,3.185509911,0.666666667,56,0.908730159,1,3,1
0,3.111276059,0.6,63,0.872619048,1,0,1
5,1.373719871,0.3,36,0.339285714,1,5,1
7,3.865623575,0.7,72,1.14047619,1,7,1
0,3.085497325,0.666666667,56,0.858730159,1,0,1
0,0,0,9,0,1,0,1
3,2.000805667,0.2,27,0.666666667,1,3,1
4,1.424137569,0.105263158,54,0.476190476,1,4,1
0,1.820478453,0.105263158,54,0.666666667,1,0,1
2,2.37858908,0.157894737,72,0.833333333,1,2,1
7,3.624079553,0.344827586,308,0.648876015,1,7,1
0,3.609523202,0.4,264,0.642923634,1,0,1
3,0.631966684,0.142857143,55,0.088888889,0.5,3,1
0,3.571225058,0.555555556,187,0.625766771,1,0,1
9,3.507148791,0.833333333,121,0.59368121,1,9,1
0,3.620768106,0.357142857,297,0.647553264,1,0,1
7,3.554911809,0.625,165,0.617923634,1,7,1
7,3.661483871,0.217391304,495,0.662368079,1,7,1
9,3.507148791,0.833333333,121,0.59368121,1,9,1
5,2.485339738,0.4,45,0.8,1,5,1
0,1.391137574,0.086956522,66,0.458333333,1,0,1
5,1.820478453,0.5,9,0.666666667,1,5,1
5,1.820478453,0.5,9,0.666666667,1,5,1
6,2.485339738,0.5,35,0.8,1,6,1
6,2.485339738,0.5,35,0.8,1,6,1
0,2.485339738,0.5,35,0.8,1,0,1
3,1.820478453,0.5,9,0.666666667,1,3,1
3,1.820478453,0.5,9,0.666666667,1,3,1
3,1.820478453,0.5,9,0.666666667,1,3,1
3,1.442695041,0.333333333,4,0.5,1,3,1
9,2.563745975,0.714285714,36,0.711111111,1,9,1
9,2.563745975,0.714285714,36,0.711111111,1,9,1
2,1.327271618,0.153846154,36,0.424242424,1,2,1
1,0,0,9,0,1,1,1
1,1.442695041,0.125,14,0.5,1,1,1
9,2.563745975,0.714285714,36,0.711111111,1,9,1
3,1.468349853,0.5,9,0.5,1,3,1
4,1.468349853,0.5,9,0.5,1,4,1
3,2.619162175,0.666666667,25,0.861111111,1,3,1
5,1.312668831,0.181818182,36,0.416666667,1,5,1
4,2.164042561,0.6,16,0.75,1,4,1
4,2.164042561,0.6,16,0.75,1,4,1
8,2.051561224,0.307692308,60,0.569047619,1,8,1
8,1.832655894,0.666666667,25,0.452380952,1,8,1
1,0,0,19,0,1,1,1
3,2.885390082,0.1,57,1,1,3,1
7,3.744071841,0.5,54,1.291666667,1,7,1
6,3.003786194,0.75,49,0.814285714,1,6,1
6,3.083390054,0.545454545,70,0.857142857,1,6,1
6,3.003786194,0.75,49,0.814285714,1,6,1
7,3.003786194,0.75,49,0.814285714,1,7,1
6,3.003786194,0.75,49,0.814285714,1,6,1
8,2.051561224,0.307692308,60,0.569047619,1,8,1
3,0.402429604,0.083333333,12,0.083333333,0.5,3,1
1,1.442695041,0.25,6,0.5,1,1,1
0,1.442695041,0.25,6,0.5,1,0,1
4,2.164042561,0.6,16,0.75,1,4,1
4,2.164042561,0.6,16,0.75,1,4,1
4,2.164042561,0.6,16,0.75,1,4,1
4,2.164042561,0.6,16,0.75,1,4,1
2,1.442695041,0.125,14,0.5,1,2,1
2,0.513898342,0.333333333,4,0.142857143,0.5,2,1
0,1.604515236,0.333333333,32,0.45952381,1,0,1
8,4.658817489,0.391304348,220,1.286363636,1,8,1
0,0.786301764,0.044444444,550,0.157575758,0.5,0,1
0,0,0,88,0,0.333333333,0,1
0,0.786301764,0.074074074,154,0.157575758,0.5,0,1
4,0.558110627,0.111111111,21,0.166666667,0.5,4,1
0,0.786301764,0.060606061,250,0.157575758,0.5,0,1
0,0,0,40,0,0.333333333,0,1
0,0.786301764,0.133333333,70,0.157575758,0.5,0,1
0,1.468349853,0.048780488,222,0.5,1,0,1
1,1.468349853,0.048780488,222,0.5,1,1,1
0,2.564635727,0.157894737,259,0.588690476,1,0,1
3,1.116221253,0.054054054,74,0.333333333,0.5,3,1
5,2.68756212,0.416666667,66,0.777777778,1,5,1
5,2.68756212,0.416666667,66,0.777777778,1,5,1
0,2.68756212,0.416666667,66,0.777777778,1,0,1
1,0,0,1,0,1,1,1
2,1.116221253,0.117647059,48,0.333333333,1,2,1
3,1.468349853,0.166666667,33,0.5,1,3,1
5,1.876989523,0.125,92,0.6,1,5,1
3,1.797507944,0.19047619,154,0.434498834,1,3,1
3,1.797507944,0.19047619,154,0.434498834,1,3,1
3,1.845270963,0.16,210,0.458741259,1,3,1
0,1.442695041,0.142857143,15,0.5,1,0,1
0,0.910239227,0.166666667,10,0.333333333,1,0,1
2,0.621334935,0.066666667,28,0.2,1,2,1
3,1.000258116,0.666666667,6,0.271428571,0.5,3,1
0,2.319124417,0.16,180,0.711111111,1,0,1
4,1.760356494,0.157894737,72,0.541666667,1,4,1
2,1.442695041,0.047619048,72,0.5,1,2,1
4,1.923593388,0.142857143,108,0.625,1,4,1
0,0,0,37,0,1,0,1
1,0,0,23,0,0.333333333,1,1
2,0,0,14,0,0.25,2,1
4,0.72134752,0.166666667,10,0.25,1,4,1
0,0.910239227,0.090909091,20,0.333333333,1,0,1
0,2.885390082,0.181818182,30,1,1,0,1
3,1.300110472,0.5,9,0.41025641,1,3,1
5,2.204466563,0.444444444,40,0.65,1,5,1
5,2.204466563,0.444444444,40,0.65,1,5,1
5,2.064029975,0.666666667,25,0.575,1,5,1
0,2.885390082,0.0625,208,1,1,0,1
0,0.480898347,0.037037037,52,0.125,1,0,1
2,1.090616894,0.2,27,0.316666667,1,2,1
0,1.176467134,0.125,45,0.361111111,1,0,1
9,3.127433656,0.470588235,144,0.621642247,1,9,1
3,1.442695041,0.125,14,0.5,1,3,1
1,2.42211543,0.5,35,0.766666667,1,1,1
4,0.310667467,0.166666667,10,0.04,1,4,1
4,0.621334935,0.038461538,50,0.2,1,4,1
2,1.820478453,0.2,36,0.666666667,1,2,1
2,0.296974204,0.016129032,572,0.034482759,0.5,2,1
3,0.675897386,0.048780488,352,0.10591133,0.5,3,1
11,4.151566127,0.714285714,143,0.909108133,1,11,1
3,0.675897386,0.095238095,132,0.10591133,0.5,3,1
11,4.151566127,0.714285714,143,0.909108133,1,11,1
11,4.151566127,0.714285714,143,0.909108133,1,11,1
11,4.244463168,0.333333333,319,0.951548452,1,11,1
7,2.397518674,0.5,77,0.499018223,1,7,1
7,2.397518674,0.5,77,0.499018223,1,7,1
0,0,0,55,0,0.25,0,1
4,1.956593383,0.375,28,0.642857143,1,4,1
4,1.749144205,0.6,16,0.535714286,1,4,1
4,1.956593383,0.375,28,0.642857143,1,4,1
4,1.749144205,0.6,16,0.535714286,1,4,1
1,0,0,1,0,1,1,1
0,4.542631641,0.333333333,135,1.583333333,1,0,1
3,0.910239227,0.2,9,0.333333333,1,3,1
4,2.541825974,0.1875,60,0.916666667,1,4,1
5,2.546483884,0.714285714,36,0.702020202,1,5,1
0,2.546483884,0.714285714,36,0.702020202,1,0,1
0,0,0,600,0,0.333333333,0,1
0,0,0,216,0,0.25,0,1
0,3.576824296,0.305555556,552,0.516797043,1,0,1
0,3.59234021,0.275,648,0.523238267,1,0,1
0,0,0,504,0,0.333333333,0,1
0,0,0,312,0,0.25,0,1
0,0,0,27,0,1,0,1
3,2.164042561,0.6,16,0.75,1,3,1
6,2.539683912,0.333333333,171,0.473734336,1,6,1
12,7.352197287,0.236842105,1425,1.598693094,1,12,1
0,2.437804639,0.318181818,190,0.431910785,1,0,1
8,3.431445584,0.45,190,0.69066137,1,8,1
12,5.149984702,0.206349206,1083,1.071226754,1,12,1
9,3.205801654,0.105263158,675,0.679699248,1,9,1
0,1.687166339,0.357142857,90,0.283508772,1,0,1
5,2.06608952,0.461538462,90,0.354937343,1,5,1
5,2.253046055,0.1,513,0.437393484,1,5,1
0,1.687166339,0.357142857,90,0.283508772,1,0,1
5,1.347543067,0.4,45,0.230877193,0.5,5,1
2,0,0,4,0,1,2,1
9,6.13335067,0.833333333,121,1.802518315,1,9,1
4,2.167835513,0.238095238,165,0.501760739,1,4,1
10,3.366288429,0.777777778,64,0.875,1,10,1
10,3.366288429,0.777777778,64,0.875,1,10,1
0,0.621334935,0.142857143,12,0.2,1,0,1
6,2.55895444,0.384615385,72,0.703968254,1,6,1
14,4.817967815,0.692307692,120,1.384920635,1,14,1
2,2.281037195,0.285714286,65,0.690909091,1,2,1
0,2.281037195,0.285714286,65,0.690909091,1,0,1
12,7.096371324,0.846153846,144,2.3,1,12,1
13,6.251347824,0.764705882,224,1.627651515,1,13,1
9,1.834322899,0.235294118,80,0.453246753,1,9,1
6,2.118676819,0.277777778,112,0.473611111,0.5,6,1
0,0.389871245,0.142857143,16,0.076923077,0.5,0,1
1,0.389871245,0.111111111,24,0.076923077,0.5,1,1
0,0.389871245,0.083333333,36,0.076923077,0.5,0,1
4,1.832566286,0.6,16,0.576923077,1,4,1
0,2.164042561,0.214285714,52,0.75,1,0,1
9,5.214726783,0.236842105,370,1.589285714,1,9,1
6,2.334966116,0.3125,108,0.597222222,1,6,1
8,2.253876049,0.4,45,0.676923077,1,8,1
8,2.087660728,0.666666667,25,0.588034188,1,8,1
8,2.319124417,0.285714286,65,0.711111111,1,8,1
3,1.111218766,0.111111111,91,0.326923077,1,3,1
6,1.856580797,0.428571429,24,0.592857143,1,6,1
6,1.900793082,0.375,28,0.616666667,1,6,1
0,1.693343903,0.6,16,0.50952381,1,0,1
0,3.788481624,0.118421053,750,0.87120903,1,0,1
8,3.5394527,0.118421053,750,0.729959616,1,8,1
45,23.80734889,0.670886076,4275,5.772302114,1,45,1
5,1.58223535,0.051948052,450,0.320634921,1,5,1
11,5.665844935,0.171052632,1050,1.328915426,1,11,1
0,3.788481624,0.118421053,750,0.87120903,1,0,1
17,7.926495769,0.25,1500,1.779378096,1,17,1
0,1.069436441,0.039473684,300,0.189922481,1,0,1
0,1.737261845,0.052631579,375,0.41754386,1,0,1
3,1.737261845,0.052631579,375,0.41754386,1,3,1
4,0.389871245,0.052631579,99,0.076923077,0.5,4,1
8,2.253876049,0.4,45,0.676923077,1,8,1
14,4.970679476,0.571428571,117,1.6,1,14,1
4,0.389871245,0.0625,72,0.076923077,0.5,4,1
4,0.389871245,0.083333333,36,0.076923077,0.5,4,1
14,3.287819686,0.7,72,0.833333333,1,14,1
14,3.262040953,0.777777778,64,0.819444444,1,14,1
8,3.262040953,0.777777778,64,0.819444444,1,8,1
4,1.820478453,0.105263158,54,0.666666667,1,4,1
2,1.820478453,0.105263158,54,0.666666667,1,2,1
3,1.956593383,0.157894737,72,0.642857143,1,3,1
3,2.164042561,0.136363636,126,0.75,1,3,1
0,1.956593383,0.157894737,72,0.642857143,1,0,1
0,1.820478453,0.105263158,54,0.666666667,1,0,1
4,1.956593383,0.157894737,72,0.642857143,1,4,1
0,5.516307508,0.470588235,154,1.733766234,1,0,1
6,2.605262613,0.333333333,84,0.733766234,1,6,1
6,2.605262613,0.333333333,84,0.733766234,1,6,1
0,3.207585524,0.315789474,154,0.924242424,1,0,1
6,2.605262613,0.333333333,84,0.733766234,1,6,1
0,3.559714124,0.4,98,1.090909091,1,0,1
0,2.567153404,0.416666667,66,0.714285714,1,0,1
0,2.567153404,0.416666667,66,0.714285714,1,0,1
0,1.621593051,0.157894737,121,0.471428571,1,0,1
0,2.567153404,0.416666667,66,0.714285714,1,0,1
0,3.521604915,0.5,77,1.071428571,1,0,1
0,0.795955573,0.133333333,66,0.162337662,0.5,0,1
0,1.659702261,0.25,44,0.490909091,0.5,0,1
1,1.555605396,0.5,54,0.216591479,1,1,1
0,2.546483884,0.714285714,36,0.702020202,1,0,1
0,1.296808732,0.090909091,224,0.307189542,1,0,1
0,1.322587466,0.088235294,252,0.321078431,1,0,1
0,1.442695041,0.034482759,56,0.5,1,0,1
10,3.366288429,0.777777778,64,0.875,1,10,1
23,7.784534944,0.592592593,442,2.040851181,1,23,1
9,3.82704947,0.32,272,0.993259518,1,9,1
9,3.732603616,0.444444444,153,0.944648407,1,9,1
0,1.466325793,0.428571429,24,0.388034188,1,0,1
2,1.569316806,0.3,36,0.443589744,1,2,1
0,0.389871245,0.142857143,16,0.076923077,0.5,0,1
3,1.634565174,0.214285714,52,0.477777778,1,3,1
14,3.287819686,0.7,72,0.833333333,1,14,1
8,3.287819686,0.7,72,0.833333333,1,8,1
9,3.689742138,0.727272727,90,0.920238095,1,9,1
9,3.689742138,0.727272727,90,0.920238095,1,9,1
9,3.689742138,0.727272727,90,0.920238095,1,9,1
7,2.691353891,0.6,63,0.648214286,1,7,1
9,4.271674155,0.236842105,370,1.113011876,1,9,1
0,1.897814654,0.1875,60,0.611111111,1,0,1
0,1.897814654,0.1875,60,0.611111111,1,0,1
0,2.164042561,0.142857143,135,0.75,1,0,1
0,6.492127684,0.333333333,135,2.25,1,0,1
1,0,0,15,0,1,1,1
0,0.455119613,0.0625,30,0.111111111,1,0,1
4,1.545736507,0.6,16,0.427777778,1,4,1
0,1.811964414,0.3,36,0.566666667,1,0,1
0,1.820478453,0.5,9,0.666666667,1,0,1
4,1.657365481,0.214285714,52,0.486111111,1,4,1
4,1.657365481,0.214285714,52,0.486111111,1,4,1
0,0.434294482,0.111111111,16,0.1,1,0,1
0,5.533640048,0.636363636,80,1.852380952,1,0,1
0,2.164042561,0.5,20,0.75,1,0,1
5,3.640956907,0.666666667,25,1.333333333,1,5,1
12,4.305818191,0.75,49,1.466666667,1,12,1
6,2.426075169,0.714285714,36,0.638528139,1,6,1
0,0.795955573,0.133333333,66,0.162337662,0.5,0,1
6,2.426075169,0.714285714,36,0.638528139,1,6,1
0,2.470287453,0.625,42,0.662337662,1,0,1
0,1.7325537,0.25,54,0.526923077,1,0,1
1,0.389871245,0.111111111,24,0.076923077,0.5,1,1
0,1.797802068,0.1875,78,0.561111111,1,0,1
0,0.389871245,0.083333333,36,0.076923077,0.5,0,1
4,4.253727349,0.294117647,117,1.45,1,4,1
4,2.045472504,0.6,16,0.676190476,1,4,1
3,1.631586747,0.222222222,28,0.583333333,1,3,1
10,4.089490451,0.818181818,100,1.002777778,1,10,1
15,4.089490451,0.818181818,100,1.002777778,1,15,1
11,2.712179022,0.545454545,70,0.659325397,1,11,1
0,2.164042561,0.214285714,52,0.75,1,0,1
3,1.832566286,0.6,16,0.576923077,1,3,1
2,1.442695041,0.142857143,12,0.5,1,2,1
5,2.164042561,0.428571429,24,0.75,1,5,1
5,2.000805667,0.6,16,0.666666667,1,5,1
3,2.000805667,0.6,16,0.666666667,1,3,1
15,10.53419763,0.435897436,720,3.189078465,1,15,1
3,1.606847161,0.097560976,324,0.336446886,1,3,1
7,3.631254324,0.20754717,1008,0.538449907,1,7,1
0,1.548068432,0.102564103,252,0.304700855,1,0,1
3,1.820478453,0.5,9,0.666666667,1,3,1
5,1.820478453,0.5,9,0.666666667,1,5,1
2,0,0,2,0,1,2,1
0,3.07923539,0.238095238,160,0.975,1,0,1
6,5.946068,0.529411765,160,1.951190476,1,6,1
4,1.072008969,0.083333333,160,0.30952381,1,4,1
0,0,0,16,0,0.333333333,0,1
0,0.948192824,0.1,96,0.242857143,1,0,1
3,2.885390082,0.5,9,1,1,3,1
0,1.70799147,0.333333333,100,0.294619883,1,0,1
0,3.506887247,0.13559322,570,0.84374269,1,0,1
1,3.585803298,0.818181818,100,0.784542364,1,1,1
0,1.534583519,0.363636364,50,0.330877193,1,0,1
8,3.488167544,0.625,42,1.176190476,1,8,1
0,1.856580797,0.428571429,24,0.592857143,1,0,1
8,3.523730909,0.155172414,570,0.725749089,1,8,1
6,2.79017866,0.416666667,66,0.811742424,1,6,1
4,2.167835513,0.238095238,165,0.501760739,1,4,1
6,1.434928324,0.06779661,342,0.262539683,0.5,6,1
0,3.506887247,0.13559322,570,0.84374269,1,0,1
2,1.721540054,0.068965517,285,0.413333333,1,2,1
34,11.94323078,0.733333333,1496,2.114878694,1,34,1
12,4.472903824,0.288888889,616,0.721511302,1,12,1
17,6.309880479,0.36,1056,1.06894911,1,17,1
24,7.068153877,0.444444444,924,1.201798099,1,24,1
0,4.523368267,0.25,924,0.745320826,1,0,1
19,8.508091027,0.470588235,1364,1.453482611,1,19,1
22,6.045486932,0.377777778,792,1.041361591,1,22,1
12,4.472903824,0.288888889,616,0.721511302,1,12,1
16,6.045486932,0.377777778,792,1.041361591,1,16,1
0,4.472903824,0.288888889,616,0.721511302,1,0,1
6,1.823580802,0.142857143,143,0.575,1,6,1
13,4.125254673,0.583333333,88,1.271367521,1,13,1
6,1.492104527,0.25,44,0.401923077,1,6,1
8,2.319124417,0.285714286,65,0.711111111,1,8,1
1,0,0,184,0,1,1,1
6,1.138379912,0.105263158,104,0.340909091,1,6,1
6,1.519265673,0.214285714,52,0.415909091,1,6,1
0,1.811964414,0.3,36,0.566666667,1,0,1
6,1.806397681,0.4,45,0.440277778,1,6,1
6,1.806397681,0.4,45,0.440277778,1,6,1
6,0.910239227,0.25,25,0.222222222,0.5,6,1
6,0.910239227,0.25,25,0.222222222,0.5,6,1
0,3.263173494,0.333333333,55,1.166666667,1,0,1
0,1.531574161,0.166666667,33,0.533333333,1,0,1
3,1.442695041,0.090909091,20,0.5,1,3,1
4,2.802828272,0.636363636,80,0.598924731,1,4,1
14,4.350516148,0.8,81,1.27202381,1,14,1
10,2.211687825,0.4,45,0.653968254,1,10,1
10,2.211687825,0.4,45,0.653968254,1,10,1
2,1.566338379,0.428571429,24,0.438034188,1,2,1
1,0.480898347,0.090909091,20,0.125,1,1,1
10,4.970679476,0.8,81,1.6,1,10,1
5,2.190862693,0.1,195,0.642857143,1,5,1
2,0.27295842,0.043478261,95,0.025641026,0.5,2,1
3,0.27295842,0.076923077,45,0.025641026,0.5,3,1
2,0,0,5,0,1,2,1
4,1.631586747,0.222222222,28,0.583333333,1,4,1
3,4.705868535,0.666666667,25,1.666666667,1,3,1
0,3.027514169,0.307692308,225,0.581613384,1,0,1
0,3.027514169,0.307692308,225,0.581613384,1,0,1
0,0.310667467,0.021276596,575,0.04,0.5,0,1
0,0,0,675,0,0.333333333,0,1
0,0.310667467,0.020833333,600,0.04,0.5,0,1
18,6.345104578,0.642857143,525,1.067851293,1,18,1
2,0.389871245,0.033333333,150,0.076923077,0.5,2,1
0,0.310667467,0.019607843,675,0.04,0.5,0,1
7,2.171894364,0.1875,325,0.388370927,1,7,1
18,6.333940045,0.692307692,475,1.062838761,1,18,1
18,6.333940045,0.692307692,475,1.062838761,1,18,1
9,3.873077917,0.235294118,416,1.013621509,1,9,1
9,3.778632064,0.296296296,234,0.965010398,1,9,1
4,2.787228749,0.5,20,0.933333333,1,4,1
10,4.089490451,0.818181818,100,1.002777778,1,10,1
7,2.712179022,0.545454545,70,0.659325397,1,7,1
3,2.622313751,0.178571429,162,0.743589744,1,3,1
0,2.885390082,0.285714286,18,1,1,0,1
4,1.823580802,0.25,44,0.575,1,4,1
12,5.652210106,0.583333333,88,1.926190476,1,12,1
6,1.823580802,0.25,44,0.575,1,6,1
5,3.366288429,0.333333333,55,1.125,1,5,1
22,11.38859693,0.605263158,888,3.057303296,1,22,1
10,4.207926078,0.183673469,777,1.066159717,1,10,1
8,2.754066504,0.142857143,703,0.561147186,1,8,1
9,3.702342022,0.186046512,518,0.931239083,1,9,1
7,4.478000124,0.15625,1144,1.085555131,1,7,1
7,4.445085326,0.222222222,726,1.07448287,1,7,1
12,4.119188125,0.6,144,1.014880952,1,12,1
11,3.617503565,0.615384615,108,0.879599567,1,11,1
9,3.617503565,0.615384615,108,0.879599567,1,9,1
9,3.617503565,0.615384615,108,0.879599567,1,9,1
9,3.617503565,0.615384615,108,0.879599567,1,9,1
27,17.7547142,0.603773585,1716,5.095151091,1,27,1
6,3.366554621,0.12,1664,0.628104823,1,6,1
21,11.2320133,0.433962264,1248,2.977231737,1,21,1
7,3.162655927,0.076923077,2392,0.776837928,1,7,1
2,0.296974204,0.015625,676,0.034482759,0.5,2,1
9,3.725792553,0.157894737,728,0.826247772,1,9,1
5,2.091093802,0.103448276,624,0.349098413,1,5,1
3,0.907334602,0.037735849,156,0.23030303,1,3,1
2,0.296974204,0.015625,676,0.034482759,0.5,2,1
0,0,0,416,0,0.333333333,0,1
2,0.296974204,0.015625,676,0.034482759,0.5,2,1
10,5.574307954,0.254545455,884,1.164841983,1,10,1
10,5.460873473,0.20754717,624,1.460003885,1,10,1
5,2.196549202,0.08,1508,0.397948987,1,5,1
2,0.378923182,0.018181818,208,0.071428571,0.5,2,1
2,0.296974204,0.017241379,364,0.034482759,0.5,2,1
0,0.434294482,0.017857143,260,0.1,0.5,0,1
3,0.600812528,0.033898305,468,0.074370709,0.5,3,1
7,2.867354597,0.4,108,0.74265873,1,7,1
9,2.642360547,0.4,108,0.62202381,1,9,1
7,2.642360547,0.4,108,0.62202381,1,7,1
7,2.642360547,0.4,108,0.62202381,1,7,1
7,2.642360547,0.4,108,0.62202381,1,7,1
6,1.938035911,0.307692308,60,0.507936508,0.5,6,1
2,0.36067376,0.055555556,84,0.0625,0.5,2,1
0,0.36067376,0.052631579,100,0.0625,0.5,0,1
0,0,0,10,0,0.25,0,1
3,1.73457776,0.333333333,32,0.527777778,1,3,1
0,0.91106675,0.166666667,33,0.225490196,1,0,1
2,0.975143018,0.111111111,51,0.257575758,1,2,1
2,0.769988515,0.285714286,18,0.14973262,1,2,1
2,1.442695041,0.090909091,20,0.5,1,2,1
1,1.460944462,0.272727273,40,0.383928571,1,1,1
0,1.442695041,0.111111111,16,0.5,1,0,1
4,2.164042561,0.428571429,24,0.75,1,4,1
5,3.680205886,0.625,42,1.257575758,1,5,1
0,1.468349853,0.25,21,0.5,1,0,1
4,0.345976256,0.2,9,0.055555556,0.5,4,1
0,0.345976256,0.2,9,0.055555556,0.5,0,1
8,4.989641314,0.777777778,64,1.596825397,1,8,1
7,1.963814645,0.444444444,40,0.521825397,1,7,1
0,6.280187829,0.642857143,130,2.116666667,1,0,1
2,1.820478453,0.25,21,0.666666667,1,2,1
3,1.820478453,0.25,21,0.666666667,1,3,1
0,1.820478453,0.25,21,0.666666667,1,0,1
0,1.900793082,0.375,28,0.616666667,1,0,1
0,0.795955573,0.133333333,66,0.162337662,0.5,0,1
12,4.453582702,0.371428571,476,0.71482681,1,12,1
16,6.057484085,0.414634146,816,1.048565988,1,16,1
24,7.048832755,0.571428571,714,1.195113607,1,24,1
0,4.504047144,0.30952381,714,0.738636334,1,0,1
19,8.488769905,0.585365854,1054,1.446798119,1,19,1
22,6.026165809,0.485714286,612,1.034677099,1,22,1
12,4.453582702,0.371428571,476,0.71482681,1,12,1
16,6.026165809,0.485714286,612,1.034677099,1,16,1
0,4.453582702,0.371428571,476,0.71482681,1,0,1
1,0,0,195,0,0.25,1,1
18,7.022827396,0.45,741,1.415846379,1,18,1
8,3.379963434,0.156862745,780,0.752136752,1,8,1
8,3.32390039,0.181818182,507,0.725213675,1,8,1
9,3.128968871,0.173913043,585,0.633107769,1,9,1
13,5.241256647,0.325,546,1.108609023,1,13,1
9,3.043118631,0.2,351,0.588663325,1,9,1
0,0.352956124,0.025641026,111,0.058823529,1,0,1
0,0.276937893,0.052631579,51,0.027027027,1,0,1
0,2.43216812,0.227272727,152,0.652027027,1,0,1
2,1.442695041,0.0625,30,0.5,1,2,1
9,6.543437309,0.5625,150,2.138888889,1,9,1
6,2.558966747,0.454545455,60,0.705555556,1,6,1
5,0.824388986,0.181818182,30,0.177777778,1,5,1
6,2.623991856,0.3125,90,0.738888889,1,6,1
3,0.889414095,0.125,45,0.211111111,1,3,1
0,1.424137569,0.285714286,18,0.476190476,1,0,1
0,1.541869139,0.088235294,322,0.427631579,1,0,1
5,10.51442321,0.75,437,3.239285714,1,5,1
0,1.199444801,0.125,92,0.24906015,1,0,1
0,7.593519324,0.823529412,240,2.166666667,1,0,1
0,3.555180135,0.5,54,1.208333333,1,0,1
0,2.404234189,0.263157895,108,0.6254329,1,0,1
1,0.306927676,0.111111111,16,0.038461538,1,1,1
0,1.442695041,0.1,18,0.5,1,0,1
3,0.859821529,0.117647059,48,0.196428571,1,3,1
0,3.738737584,0.28,192,1.071428571,1,0,1
0,2.818149701,0.666666667,56,0.720238095,1,0,1
7,5.183689367,0.5,77,1.7,1,7,1
9,3.72488598,0.470588235,144,0.940971937,1,9,1
2,0.455119613,0.045454545,112,0.111111111,0.5,2,1
5,1.736338348,0.19047619,144,0.408396179,1,5,1
2,2.984390068,0.24,168,0.803571429,1,2,1
0,1.442695041,0.04,48,0.5,1,0,1
2,1.442695041,0.04,48,0.5,1,2,1
0,4.622475894,0.444444444,360,0.912371839,1,0,1
0,4.217827513,0.34375,456,0.826406926,1,0,1
0,2.448826381,0.259259259,240,0.411145287,0.5,0,1
0,4.705745599,0.266666667,792,0.948735475,1,0,1
0,4.712689953,0.25,864,0.951260728,1,0,1
0,4.210392481,0.407407407,336,0.824276601,1,0,1
8,2.164042561,0.6,16,0.75,1,8,1
8,2.164042561,0.6,16,0.75,1,8,1
11,2.712179022,0.545454545,70,0.659325397,1,11,1
5,1.578896738,0.230769231,60,0.444444444,1,5,1
0,1.67433188,0.052631579,851,0.5,0.5,0,1
